model,best_k,accuracy,precision,recall,f1,roc_auc,cv_mean,cv_std
KNN,7,0.8478260869565217,0.8425925925925926,0.8921568627450981,0.8666666666666667,0.9020803443328551,0.8505607648464792,0.028109710921155082
