model,best_max_depth,accuracy,precision,recall,f1,roc_auc,cv_mean,cv_std
Decision Tree,1,0.7608695652173914,0.7735849056603774,0.803921568627451,0.7884615384615384,0.7556193208990913,0.7595421952564809,0.020936086560964195
