model,accuracy,precision,recall,f1,roc_auc,cv_mean,cv_std
Logistic Regression,0.8315217391304348,0.8514851485148515,0.8431372549019608,0.8472906403940886,0.9134385461501674,0.8274131274131274,0.034717677303943956
